identifier, formula, density, mass
JUSKIT,C34 H24 Ba1 O12,1.4018620616460356,761.8756040000001,8.0
JUTCIM,C14 H6 Cu1 N4 O13,0.761481980144985,501.76308299999994,5.0
JUTZEG,C100 H60 Cu5 N4 O20,0.4598833798859136,1955.295372,5.6
JUWSUR,C18 H11 Eu2 O17,1.9191464463561723,803.198556,9.0
JUXFAL,C18 H11 O17 Tb2,1.9835260185645294,817.121256,9.0
JUXSEC,C16 H6 O8 Tb1,1.286112354174278,485.140076,8.0
JUXSIG,C16 H6 O8 Tb1,1.2782359508687882,485.140076,8.0
JUYMAU,C44 H20 Cd3 O16,1.3840227374320182,1141.86386,6.666666666666667
KABJOQ,C40 H52 Ca5 N2 O33 P2,1.176320455468925,1351.173826996,6.8
KABPIQ,C248 H156 In6 N6 O54 Ru1,0.3326581874104832,4873.888404,7.333333333333333
KACCEA,C14 H6 Cu1 N1 O7,1.0588743641288778,363.746544,6.0
KACZEV,C120 H81 In9 N18 O45,0.8042540883755597,3528.3878999999997,6.0
KACZIZ,C120 H85 In9 N24 O44,0.8244402403774312,3600.4604769999996,6.0
KAFCON,C26 H16 Eu1 N6 O4,1.387222073286959,628.408134,8.0
KAFDAA,C26 H16 Gd1 N6 O4,1.4087001234051062,633.694134,8.0
KAJHEM,C52 H48 N10 O14 Zn3,1.2097927178190229,1233.138348,4.0
KANCIN,C32 H20 N2 O8 Zn2,1.187238181295646,691.2711459999999,5.0
KANDEK,C32 H18 F2 N2 O8 Zn2,1.3639584956809474,727.252070326,5.0
KAQBOW,C33 H20 F6 N2 O4 Zn1,1.2094103116703014,687.894684978,4.0
KASDOA,C74 H38 N12 O24 Zn6,0.8640737580216591,1871.442674,4.333333333333333
KASZOX,C48 H38 O16 U2,0.6314945389846839,1346.865578,8.0
KAWBOB,C30 H42 Mn3 N8 O22,1.289439702759297,1031.510388,6.0
KAWHEY,C132 H78 N36 O27 Zn6,0.4688386786923694,2992.542321,4.666666666666667
KAWXIS,C36 H44 Gd5 Mn1 N6 O28,1.5173655962088606,1849.9476459999998,7.666666666666667
KAWXOY,C36 H44 Co1 Gd5 N6 O28,1.5364363620539614,1853.9427959999998,7.666666666666667
KAXKEC,C16 H10 Cd1 N4 O4,1.4853784832258812,434.68968199999995,7.0
KAXQOR,C14 H8 Ca1 O6 S1,1.5536136457147884,344.353118,6.0
KAZXEQ,C132 H119 N1 O73 Zn14,0.879046706032403,3802.645927,5.0
KECROD,C76 H66 Cu7 N4 O38,0.8395473942282415,2088.166548,5.428571428571429
KECSUK,C78 H66 Cd4 N5 O35,1.150300072711921,2083.030516,4.571428571428571
KEDPEQ,C26 H30 Ag1 Al2 N4 O10,1.2254192982789818,720.369609,5.333333333333333
KEGBUX,C24 H16 O18 Tb2,1.560452102263338,910.224806,9.0
KEJKES,C32 H21 Br1 Cu2 N6 O5,1.3481240091688658,776.543184,6.0
KEQDER,C66 H36 O20 Zn4,0.572681282481916,1410.5028160000002,5.0
KERFOF,C96 H60 N8 Ni5 O21,0.6807672069087387,1955.015629,5.2
KESBIU01,C42 H30 Ag1 Co1 F6 N9 P1,1.096142813981704,972.515211976,4.5
KESZIU,C36 H24 Cu10 Mo24 N28 O82 P2,2.867099559753228,5160.923641996,5.352941176470588
KEVKAA,C60 H26 Cd1 N4 O24,1.061059984945603,1299.2773980000002,6.0
KIBYEA,C34 H34 Ag2 N4 S4,1.0102226142547168,842.6575660000001,4.0
KIDXIH,C27 H24 Li2 N2 O10 Zn1,1.020836564865362,615.74802,4.0
KIJRUS,C40 H26 Cu2 O10,0.7310910279983506,793.7221159999999,5.0
KIKRAA,C31 H26 Cu2 N10 O1,0.5468306157134786,681.6978409999999,1.0
KILFUI,C38 H44 N16 Ni2 W1,1.2990338660359542,1026.091572,6.666666666666667
KINFAQ,C24 H16 O14 Tm2,1.4118114509394861,866.2449260000001,7.0
KINFEU,C108 H84 N4 O56 Tm8,1.6204805877037551,3685.2942160000002,7.0
KINKAV,C40 H30 N6 O4 Zn1,1.210170607066862,724.0856679999999,6.0
KINKUP,C98 H76 N30 O10 Zn3,1.385148050919019,2029.991176,6.0
KINRIK,C15 H54 Cu6 Gd2 N6 O33,1.5101987496647864,1542.3864970000002,6.702127659574468
KIPJIE,C38 H28 Ce2 F12 O21,1.77630793873665,1328.830810956,10.5
KIVDUQ,C30 H20 K1 La3 O30,1.5546446474904545,1316.27788,8.25
KIVFAY,C30 H20 Ce3 K1 O30,1.570721663390688,1319.90947,8.0
KIVFEC,C30 H20 K1 O30 Pr3,1.5784765358644461,1322.28445,8.0
KOBMAS,C57 H30 In3 N4 O24,0.7671283368596021,1499.316942,8.0
KOCCOW,C64 H38 Cd2 N2 O14,1.0552339741371872,1283.8221939999999,7.0
KOGSOQ,C57 H43 N7 O13 Zn3,1.1186814293044907,1230.132829,5.2727272727272725
KOGTAE,C42 H27 In3 N4 O16,0.8543340859548122,1188.136779,6.0
KOHYAK,C64 H40 Cd2 N16 O8,1.197202009025067,1385.935488,7.0
KOHYOY,C128 H80 Cd4 N32 O16,1.2455094601823595,2771.870976,7.0
KOJCUI,C14 H7 Mn1 N3 O8,1.5238292745791409,400.15934,6.0
KOJTOU,C30 H30 N4 Ni4 O17,1.1261376206572475,953.350727,6.0
KOJYUG,C40 H24 In1 N2 O9,0.40161984625509334,791.446235,8.0
KOJZAN,C80 H44 In2 O18,0.7399702677837863,1522.8338939999999,8.0
KOMDAT,C54 H41 Cl2 I3 N14 Zn2,0.6739426220284223,1468.3785930000001,4.0
KOMHEA,C8 H10 N8 O4 Zn2,1.7164626727682146,412.97657399999997,4.0
KOPHOO,C86 H60 N2 O26 Zn8,0.49354679995042355,2060.438036,4.0
KOPKAE,C66 H44 N6 O16 Zr3,0.6805891049134296,1450.760942,8.0
KOPLIN,C21 H3 Mn5 N6 O24,1.024313777620897,997.965521,6.0
KOQLEK,C28 H28 Co5 N4 O22,1.2470631926048472,1067.20276,6.0
KORKEK,C19 H13 Gd1 N2 O10,1.6962606452323394,586.564749,9.0
KORKIO,C19 H13 Eu1 N2 O10,1.6759953587277023,581.278749,9.0
KORKOU,C19 H13 N2 O10 Tb1,1.7061884845862338,588.240099,9.0
KORNAI,C38 H27 Co4 N9 O15,1.4043191591953748,1085.406705,5.0
KOSJAF,C8 H3 Co2 O6,1.1926790887777916,312.972561,7.0
KOSJEJ,C8 H3 Co2 O6,1.1924362449390116,312.972561,7.0
KOSJIN,C8 H3 Co2 O6,1.1929149330322901,312.972561,7.0
KOSKIO01,C8 H2 Co2 O6,1.1827565455532572,311.96462,7.0
KOSKIO02,C8 H2 Co2 O6,1.18462224937272,311.96462,5.0
KOSKIO,C8 H2 Co2 O6,1.1882758253062857,311.96462,7.0
KOSLEL,C8 H3 Ni2 O6,1.2069361448343057,312.492973,7.0
KOSLUB,C8 H2 Ni2 O6,1.2003160742444738,311.485032,7.0
KOSMAI,C8 H3 Co2 O6,1.1920060654900588,312.972561,7.0
KOSQOB,C78 H42 N4 O16 Zn3,0.8723223823658683,1487.328534,4.666666666666667
KOSROC,C66 H40 N2 O12 Zn3,0.9522382568742024,1249.172746,4.666666666666667
KOTBED,C64 H44 N12 O8 Zn4,0.7997728975596742,1370.6324399999999,4.25
KOTBIH,C64 H44 N12 O8 Zn4,0.75616254112479,1370.6324399999999,4.0
KOTLOX,C48 H30 Fe6 O32,1.1355412822118591,1453.8047100000001,6.0
KOXSIC,C30 H31 Br1 Eu1 N3 O8,1.224410929237741,793.4512199999999,8.0
KOZQEX,C42 H26 Cu3 N2 O15,0.4558098460205265,989.300027,6.0
KUBXOW,C24 H16 Mg1 N2 O4,1.1894125229019359,420.70094200000005,6.0
KUCDIW,C43 H49 B2 Cu2 N16,0.9700616383977184,938.672177,4.0
KUDWAJ,C44 H56 Cu4 N10 O26,0.9899705446956735,1395.152816,5.5
KUFBEU,C6 H8 La2 O16,2.3283309362003792,613.929388,6.0
KUFTAI,C96 H48 Fe3 Mn2 N8 O18,0.9828543177360716,1878.8662100000001,5.6
KUJDEB,C24 H22 Cd1 N4 O4,1.2150480319394155,542.870894,6.0
KUJNOT,C52 H36 N18 O10 Zn5,1.08676373445237,1399.85906,5.6
KUJNUZ,C52 H38 N20 O10 Zn5,1.1100741888883954,1429.888348,5.6
KUKMUA,C22 H22 Cu4 N2 O18 S2,1.40712080669359,920.7272780000001,5.25
KUNQUH,C38 H40 N14 O13 Zn4,1.534297496927024,1162.3318669999999,4.5
KUNSAP,C54 H30 In3 N6 O24,1.056549607387251,1491.298128,7.0
KUNSUJ,C189 H117 Eu3 In3 O48,0.6533741842106684,3956.276397,7.5
KUTCUZ,C264 H336 Cd8 N24 Ni8 O60,1.1588047014762008,6174.487908,5.0
KUTDAG,C269 H333 Cd8 Co8 N23 O63,1.1972887071020217,6267.427649,4.875
KUTNOE,C38 H22 N2 O8 Zn2,0.6356389364210681,765.351468,5.0
KUTNUK,C38 H22 Cu2 N2 O8,0.6383359802970944,761.683468,5.0
KUTPAS,C32 H18 N2 O8 Zn2,0.7357711954363924,689.2552639999999,5.0
KUWCEM,C32 H18 Cu2 N2 O8,0.7536706403246115,685.587264,5.0
KUYGOC,C96 H60 Cd4 O24,0.8980030786964152,2047.1492200000002,6.0
KUYJAS,C54 H24 Ag3 F1 N12 O16 Ru3 S1,1.1872297408607089,1774.719263163,4.666666666666667
LABRUE,C72 H65 Co4 N4 O19,1.2652226379602118,1526.037728,5.428571428571429
LABZEW,C26 H14 N4 O12 Zn3,0.9384352230617746,770.550086,5.333333333333333
LABZIA,C28 H18 N4 O12 Zn3,0.9734654421941557,798.60333,5.333333333333333
LABZOG,C38 H22 N4 O12 Zn3,1.1580757071459964,922.7424940000001,6.0
LABZUM,C42 H26 N4 O12 Zn3,1.2048158984507318,974.8172179999999,6.0
LACJIL,C38 H22 N4 O12 Zn2,1.196493073892572,857.362494,6.0
LACJOR,C84 H52 N8 O24 Zn5,1.3277753909911432,1884.254436,5.333333333333333
LACNUB,C162 H90 Cu6 O30,0.8975604212026563,2897.71272,5.0
LACYUN,C80 H56 Cu1 N17 O11 Pd4,1.0124589707582423,1920.637302,5.142857142857143
LAGCUT,C51 H27 Ag3 N6 O6 Zn1,1.1491761766014115,1208.783395,3.75
LAGCUU,C20 H34 Ag2 N6 O4 P2,1.4905113286343186,700.206555996,4.0
LAGVEX,C63 H49 N13 O15 Zn3,1.2611742962912067,1424.283943,5.0
LAHYOL,C104 H78 Ba5 O25,1.511332844333462,2414.356483,8.6
LAJKUE,C48 H81 Cs2 O41,1.0703980062239398,1579.9452499200002,8.0
LAJLAL,C48 H81 K2 O41,0.9307516254234179,1392.330946,8.0
LAJLEP,C48 H81 O41 Rb2,0.9857674221092657,1485.069946,8.0
LAJLIT,C103 H167 K4 O84,0.9684088182404499,2905.775587,7.25
LAJNIW,C135 H108 Co3 N12 O12,0.9764228879539347,2267.180406,5.666666666666667
LAPLOG01,C24 H32 In1 N5 O8,1.30407321902406,633.3586270000001,8.0
LAQXOU,C44 H41 Co1 N3 O12,1.1590984241336442,862.744304,6.0
LAQZOV,C22 H18 Ce2 N2 O18,1.1911812160520083,878.613914,9.0
LARQEE,C53 H36 Cd3 N6 O14,1.139939855456142,1318.128984,6.0
LARRIJ,C84 H55 In5 N4 O29,1.0426274642996423,2158.438472,6.0
LARROP,C84 H55 In5 N4 O29,1.0184759288037073,2158.438472,6.0
LARVIM,C96 H24 Cl48 Fe12 O64,1.1223592728776217,4573.062744,6.0
LASDEQ,C54 H46 Cu6 N1 O35,0.8459489847204024,1650.207124,6.0
LASGIZ,C138 H78 Ba1 O39 Ti4,1.0160680134091602,2688.873313,6.6
LASPOM,C46 H26 Cu2 N4 O8,1.3685458631615972,889.814558,6.0
LASRIJ,C9 H3 Br1 Co1 Cu3 O18,0.8412264898288869,728.584467,5.25
LATFOC,C24 H12 O13 Zn4,1.787857847583487,769.865317,4.0
LATFUI,C24 H12 O13 Zn4,1.7880657944503648,769.865317,4.0
LAVTAF,C9 H5 O7 Tb1,1.6475420814218062,384.05755000000005,7.0
LAVTEJ,C9 H5 Dy1 O7,1.667250193574521,387.6322,7.0
LAVTOT,C9 H5 Er1 O7,1.709669299995642,392.39119999999997,7.0
LAVZUG,C38 H33 N4 O24 P4 U3,2.1421167752704036,1767.664482992,6.666666666666667
LAWFEX,C34 H20 Li2 N2 O12 Zn2,1.0511977313369432,793.1702459999999,4.0
LAWGEW,C24 H12 N1 O13 Zn4,1.8156004165937358,783.87202,4.0
LAWHOJ,C48 H16 Cd6 N12 O25 S7,1.5917714104265372,2059.6457370000003,8.0
LAZJAZ,C41 H32 N4 O14 Zn2,1.2762102035584304,935.472934,4.0
LEBQUH,C35 H35 N2 O10 Zn1,0.8639682962766567,709.041291,4.0
LECFAC,C120 H76 Cu18 N36 O74 S4,0.8594226474751783,4478.176794,5.0
LECFEG,C120 H76 Cu18 N36 O74 Se4,0.9035926116216425,4665.8015940000005,5.0
LEDGIO,C96 H64 N12 Ni12 O64,0.9497044311904957,3113.90242,6.0
LEHNIY,C14 H9 Cd1 N7 S2,1.514048631131854,451.8123499999999,6.0
LEJCAG,C111 H96 O50 Zn8,0.5147133514320336,2752.964726,4.0
LEJCEK,C135 H120 O50 Zn8,0.3340482126087789,3065.4130699999996,4.0
LEJCIO,C147 H96 O38 Zn8,0.32637858531029884,2993.358506,4.0
LEJDOX,C192 H190 N48 O26 Zn15,0.9686078281849602,4566.577144,4.0
LEJDUD,C204 H202 N48 O26 Zn15,0.8200112717997431,4722.801315999999,4.4
LEJFAL,C204 H214 N60 O26 Zn15,0.8359935443150935,4902.977043999999,4.4
LEJFIT,C216 H226 N48 O38 Zn15,0.8707523070815343,5083.11364,4.0
LELDUD,C34 H20 Cu2 N2 O10,0.4814471086009789,743.623436,5.0
LEPKEZ,C52 H28 Cu1 N4 O20 Y2,0.773538647089661,1270.15342,6.666666666666667
LEPKID,C52 H20 Cu1 N4 O20 Y2,0.785327177975758,1262.089892,4.0
LEPKOJ,C52 H30 N4 O21 Y2 Zn1,0.8171659347100511,1290.002707,7.0
LEPSIL,C96 H60 Fe12 N12 O64,0.976273778653652,3075.689856,6.0
LEPTAE,C72 H48 In2 N2 O16 S8,0.9803121078564194,1683.312734,5.0
LEQQAA,C34 H48 Cu2 N5 O11,1.0636977057946702,829.8652979999999,6.0
LETFEW,C12 H12 Cu8 N18,4.248729626408896,916.712826,2.25
LETROT,C14 H8 N6 O6 Zn3,1.6714366204137434,552.390536,5.333333333333333
LETRUZ,C14 H8 N6 O6 Zn3,1.8235915461104464,552.390536,5.333333333333333
LEVFAW,C200 H120 Cu10 N8 O40,0.42546932305795376,3910.590744,4.8
LEYGOO,C23 H13 N3 Ni1 O4,1.012394863814,454.061382,6.0
LEZZEX,C14 H8 O6 S1 Sr1,1.6493035400783527,391.895118,7.0
LICGOW,C44 H30 O16 Zr3,0.49015961923885976,1088.37327,8.0
LIFWEE,C12 H14 Cu3 N6 O9,1.3297442417755787,576.912917,5.333333333333333
LIHFAK,C48 H30 O13 Zn4,0.5028345334172025,1076.266015,4.0
LIHZUA,C35 H24 Co2 N2 O11,1.0861453931135512,766.4397329999999,5.0
LIJGUJ,C47 H31 N9 O9 S4 Zn2,1.4411254686966966,1124.825123,6.0
LIJNIE,C43 H29 Cd1 N7 O4,1.3049685199654308,820.1506499999999,6.0
LIKBAL,C42 H34 N2 Ni4 O18,1.4587916551544824,1089.49737,6.0
LIKVIN,C20 H6 Cd1 O8,1.0945338804044704,486.671686,8.0
LIQDAS,C79 H48 N2 O36 Ti2 Zn6,0.7517344226096803,2089.235614,4.75
LIQJEC,C84 H62 I12 N24 O3 Zn6,1.4230989993560428,3370.687229,4.0
LIRNEH,C100 H96 N20 O16 Zn4,1.1550906921356734,2095.480876,5.0
LISWOC,C24 H21 Co5 N22 O12,1.4730098877917064,1104.230817,4.8
LISWUI,C24 H20 Co5 N22 O12,1.4407389954203655,1103.222876,4.8
LITCIC,C68 H60 Ni4 O32,0.9501671163296359,1623.9613399999998,7.5
LITCUO,C68 H54 Co4 O28,1.0547809983365164,1554.87525,5.5
LIVZOH,C38 H30 N4 O14 Zn2,1.1682409973260217,897.4248319999999,4.0
LIZMAL,C50 H54 Co4 N10 O22,1.0533532402544932,1382.75253,6.0
LIZQET,C56 H66 As8 Ba8 O72 Pd13,1.747529382036544,4972.531466,5.714285714285714
LOBBIQ,C62 H38 Cr3 O16,0.5415768047536992,1194.946418,6.0
LOBBOW,C62 H38 Fe3 O16,0.5362751488560378,1206.493118,6.0
LOBBUC,C62 H38 O16 Sc3,0.5263933597446774,1173.825842,6.0
LOFVUY01,C45 H44 N6 O27 Tb1 V6,1.1708649382689775,1565.431207,6.285714285714286
LOFVUY,C45 H44 N6 O27 Tb1 V6,1.1708649382689775,1565.431207,6.285714285714286
LOGZIT,C20 H32 Cu2 N6 Ni1 O10,0.7161420044613116,702.28858,5.333333333333333
LOPJOS,C76 H62 Cd4 N24 O16,0.8710201539530765,2017.115934,7.0
LOVVAV,C26 H16 Co2 N2 O10,1.3071298391540556,634.28014,6.0
LOWKUF,C12 H7 N6 O7 Zn3,0.8920711496041631,543.36052,5.0
LOXBEH,C144 H128 Cd9 N30 O52,1.05629269322654,4122.459158,6.333333333333333
LUBNAZ,C21 H15 Co2 N1 O15 Zn1,1.211244146059976,704.588821,4.666666666666667
LUDLED,C18 H12 Cu3 O15,0.9607030838267328,658.917687,6.0
LUDLIH,C18 H12 Cu3 O15,0.9547043875316483,658.917687,6.0
LUDWEM04,C36 H24 I6 N12 Zn3,1.3815115646634721,1582.2244799999999,4.0
LUGFOL,C54 H36 N12 O30 Zn6,0.8182100251549858,1725.208422,5.0
LUJRUG,C84 H60 In6 N4 O32,0.7306518265642307,2326.294392,6.0
LUKLIN,C42 H24 Cu3 O15,0.4938895524654835,959.270739,6.0
LULLOV,C20 H12 K1 O8 S4 Zn1,1.3279192179397743,613.042832,4.896551724137931
LUPCOQ,C24 H14 Cl4 N4 O9 Zn2,1.61579722728778,774.961991,6.0
LURGEL,C51 H36 N2 O8 Si1 Zn2,0.5321491241480653,963.6877619999999,5.0
LURRIA,C54 H30 Cu3 O15,0.42735511794064684,1109.447265,5.0
LUVNUO,C60 H36 N18 Ni3,0.3321537891336203,1185.13113,6.0
LUVPAW,C60 H36 N18 Ni3,0.676101409150701,1185.13113,6.0
LUVTEC,C30 H24 N2 O10 Zn3,1.0797411826030912,768.6602399999999,4.666666666666667
LUWKEV,C16 H8 Cd1 O8,0.8713936573072318,440.644608,8.0
LUWKIZ,C48 H24 Cd3 O16,1.1168138652969783,1193.938584,6.0
LUWMEX,C18 H16 La1 N1 O8,1.3589590366704933,513.227789,9.0
LUWMIB,C18 H16 Ce1 N1 O8,1.3753562993370687,514.438319,9.0
MACKAE,C12 H6 O32 U6,2.9866082629964508,2090.330946,7.0
MAFMIS,C20 H12 N6 O8 Zn3,1.090115742871497,660.4855499999999,4.666666666666667
MAGXOK,C81 H45 Bi9 O63,2.0231551250741537,3907.0134,8.222222222222221
MAHCEG,C126 H66 Cu3 N6 O47 Zn8,0.5405034915318898,3129.567599,4.2727272727272725
MAHCIK,C126 H63 N6 O47 Zn11,0.5485408047732049,3132.045776,4.2727272727272725
MAHCOQ,C126 H66 Co3 N6 O47 Zn8,0.536757656657165,3115.7291809999997,4.2727272727272725
MAJMAP,C18 H12 Cu1 N6,1.2753302622989533,375.87483,3.0
MAJQAT,C18 H12 Cu1 N6,1.2436868702626822,375.87483,3.0
MAKGAJ,C54 H33 Dy3 N10 O20,1.357928238266835,1629.3971430000001,8.666666666666666
MANDUD,C48 H32 Gd2 O16,0.9600008061815992,1179.260112,8.0
MAPFER,C156 H186 N12 O24 Zn3,0.6857173321313965,2809.3586219999997,4.0
MAPLEX,C21 H11 Eu1 N1 O9,1.4865310119295252,573.278239,9.0
MAQBAK,C54 H48 O25 Zn4,0.9055384059276467,1358.466253,4.0
MAQBIS,C57 H59 Cu3 N1 O27,0.7326785822031024,1380.709337,6.0
MARBIT,C27 H12 Gd1 N6 O12,1.1285382766425762,769.66835,9.0
MARCER,C124 H116 Cd4 N16 O20,1.232945375425195,2600.004264,7.0
MARXEK,C9 H5 Lu1 O7,1.7691527340539497,400.099,7.0
MASZOX,C50 H40 Cu6 I2 Mo2 N10 O2 S6,1.5128176686992139,1832.29422,5.5
MATPUV,C24 H20 Cl1 Co1 N4 O12 Tb1,1.2505326210405003,809.7476960000001,7.0
MATVAF,C48 H24 N4 O12 Zn2,0.8780123865096031,979.485776,6.0
MATVEJ,C52 H28 N4 O12 Zn2,0.7160319122055354,1031.5605,6.0
MATWUC,C26 H15 N6 O11 Zn2,0.9916722908694546,718.1920279999999,5.0
MATXAJ,C26 H15 N6 O11 Zn2,0.6384411083654828,718.1920279999999,5.5
MAVNUU,C53 H36 O10 Zn2,1.049318700817996,963.609146,5.0
MAWFIC,C62 H118 Mo12 N5 O44 P1 Zn4,1.9962329087776713,3081.504014998,5.875
MAWTUC,C11 H14 N2 O4 Zn1,1.323129758364571,303.62034,6.0
MAWVAK,C11 H14 N2 O4 Zn1,1.232978040765186,303.62034,6.0
MAYKOO,C48 H36 Cu3 N2 O13,0.613939589491037,1039.445067,5.0
MEGBAD,C52 H36 Cl2 Mn5 N4 Ni1 O24,0.9199303652506642,1505.146308,5.333333333333333
MEHMET,C42 H18 Cu3 O15,0.4333635184618957,953.2230930000001,6.0
MEJVAC,C106 H86 Co6 N20 O26,1.4294580169418243,2409.53912,4.545454545454546
MEQQEH,C48 H24 Fe1 N6 O13 Zn3,0.8512108266475531,1144.723587,4.5
MEQWOX,C188 H136 Cd2 Cu4 N16 Ni2 O20,0.8838425694063232,3535.5932439999997,4.5
MEQWUD,C188 H140 Cd2 N16 Ni2 O22 Zn4,0.8884395963622328,3578.9598180000003,4.75
MEQXAK,C188 H138 Cd2 N16 Ni5 O20,0.875612027385263,3459.5053259999995,4.571428571428571
MEQXEO,C188 H138 Cd2 Co3 N16 Ni2 O20,0.8705848373176936,3460.2247079999997,4.571428571428571
MERLAZ,C144 H80 Cl1 Fe7 N12 O32,0.3383869959328526,2916.611136,5.666666666666667
MERLED,C144 H82 Co2 Fe6 N12 O32,1.3851325206529743,2945.195506,5.333333333333333
MEYTOC,C98 H75 Cl16 N27 O6 Zn8,1.3009953658173268,2817.111906,3.0
MIBMER,C42 H29 Fe3 O16,0.7556859303244587,957.2068489999999,6.0
MIBQAR01,C24 H12 O13 Zn4,0.5899288818703676,769.865317,4.0
MIBQAR02,C24 H12 O13 Zn4,0.5904351665598961,769.865317,4.0
MIBQAR03,C24 H12 O13 Zn4,0.5911751088180971,769.865317,4.0
MIBQAR04,C24 H12 O13 Zn4,0.591442614036061,769.865317,4.0
MIBQAR05,C24 H12 O13 Zn4,0.5921361345730983,769.865317,4.0
MIBQAR06,C24 H12 O13 Zn4,0.5925073726040536,769.865317,4.0
MIBQAR07,C24 H12 O13 Zn4,0.5929684142646392,769.865317,4.0
MIBQAR08,C24 H12 O13 Zn4,0.5933748023236581,769.865317,4.0
MIBQAR09,C24 H12 O13 Zn4,0.5938988327032021,769.865317,4.0
MIBQAR10,C24 H12 O13 Zn4,0.5944718341994423,769.865317,4.0
MIBQAR11,C24 H12 O13 Zn4,0.5948865112556825,769.865317,4.0
MIBQAR12,C24 H12 O13 Zn4,0.5953984776307868,769.865317,4.0
MIBQAR13,C24 H12 O13 Zn4,0.5957170231268804,769.865317,4.0
MIBQAR14,C24 H12 O13 Zn4,0.5963409218374621,769.865317,4.0
MIBQAR15,C24 H12 O13 Zn4,0.5964796842967094,769.865317,4.0
MIBQAR16,C24 H12 O13 Zn4,0.5971115973568059,769.865317,4.0
MIBQAR17,C24 H12 O13 Zn4,0.5974800460010499,769.865317,4.0
MIBQAR18,C24 H12 O13 Zn4,0.5978487978434035,769.865317,4.0
MIBQAR19,C24 H12 O13 Zn4,0.5987336463419648,769.865317,4.0
MIBQAR20,C24 H12 O13 Zn4,0.598698776778784,769.865317,4.0
MIBQAR,C24 H12 O13 Zn4,0.5892865977762404,769.865317,4.0
MIHHIU,C38 H42 Cd1 N4 O8,1.2982879236892617,795.177694,6.0
MIHMEW,C150 H92 N14 Nd4 O28 Pt3,1.5480803673158412,3700.638754,5.866666666666666
MIHMIC,C68 H40 Bi2 O18,1.158658211346882,1562.9980500000001,9.0
MINLON01,C6 H4 N6 O4 Zn1,1.1139194857318782,289.51404199999996,4.0
MINLON,C6 H4 N6 O4 Zn1,1.0972268439284596,289.51404199999996,4.0
MIRDOJ,C108 H76 N12 O73 Zn14,0.8243830771995889,3625.1204370000005,5.0
MIRKIK,C68 H80 Ag2 B1 F6 N4 O16 S4,0.9578498607601901,1678.179910978,3.0
MISZEW,C18 H12 Cu1 N2 O4,0.9442994924766758,383.845638,6.0
MISZIA,C17 H10 Cu1 N2 O4,0.8870133005208738,369.81901600000003,6.0
MISZOG,C18 H12 Cu1 N2 O4,0.8934436463720009,383.845638,6.0
MITZOH,C16 H6 Eu1 O8,1.2538262003725946,478.178726,8.0
MITZUN,C16 H6 O8 Tb1,1.270515629951585,485.140076,8.0
MIXBAY,C26 H16 Cu2 N6 O10,0.6750686919510376,699.532564,6.0
MIXHAF,C100 H66 N8 O26 Ti7,0.7767605706995209,2130.7052599999997,5.714285714285714
MIXZOK,C66 H43 Ni3 O16,0.47344004505732945,1268.120983,6.0
MIYGOR,C90 H108 Ag18 N36,1.6143960183821047,3635.693136,2.0
MOCKOH,C31 H31 Br1 F4 N3 O12 S1 Sm1,1.5320524408439125,975.913992652,8.0
MOCKUN,C31 H31 Br2 F3 N3 O11 S1 Tb1,1.489258800288961,1029.385034489,8.0
MOCLEY,C32 H31 Br1 F8 N3 O16 S2 Yb1,1.6450061527836013,1182.6747653040002,7.0
MOCMEZ,C31 H31 Br1 Eu1 F4 N3 O13 S1,1.55217793346604,993.517397652,8.0
MOCVEI,C30 H31 Br2 F2 N3 Nd1 O10 S1,1.4146914449261458,967.6931363260001,9.0
MOCVOS,C31 H31 Br1 F4 N3 Nd1 O13 S1,1.526822381285043,985.795397652,8.0
MOCVUY,C33 H37 F9 N3 Nd1 O19 S3,1.5864776891642927,1191.079069467,8.0
MOFNED,C80 H35 Cl8 N4 O25 Zr3,0.9455923674159449,2009.4442719999997,8.0
MOKMOQ,C30 H22 N4 O8 Zn2,1.0846239828184918,697.278954,5.0
MONXIY,C24 H30 Cl1 Cu4 N15 S3,0.8519270653725206,914.427835,3.6956521739130435
MOWFIQ,C96 H62 O26 Zn5,0.5925445352658711,1958.4079120000001,5.2
MOXDIN01,C32 H16 Co3 O16,0.9391005936831921,833.260798,4.666666666666667
MOXDIN,C38 H31 Co3 N2 O17,1.086960797855803,964.4571639999999,4.666666666666667
MOXDOT01,C56 H32 Co3 O16,0.9203565734672704,1137.645614,4.666666666666667
MOYLAQ,C54 H42 Cd1 N14,0.887963915717779,999.421324,6.0
MOYREA,C52 H38 O16 Zr3,0.5807309848918031,1192.522718,8.0
MOYRIE,C48 H37 N1 O16 Zr3,0.4552876067526373,1157.4785200000001,8.0
MOYYIJ,C14 H10 Cu1 O5,0.7739201984552794,321.772795,5.0
MUBBAP,C16 H6 In1 N2 O8,0.7133671831206804,469.04613199999994,8.0
MUDTAH,C36 H18 O15 Zn3,0.5987200952713478,886.660653,5.0
MUJKAF,C20 H15 Cd1 N7 O4,0.9504285436971405,529.792456,7.0
MUKRIW01,C21 H9 N3 O6 Ti1,0.6305334064256783,447.180548,6.0
MUKRIW02,C21 H9 N3 O6 Ti1,0.6303811750498962,447.180548,6.0
MUKRIW,C21 H9 N3 O6 Ti1,0.6418808708013775,447.180548,6.0
MULQOA,C10 H16 N4 O15 Zn3,1.5605763638073449,628.392343,5.0
