,Name,N2 Henrys,N2 Henrys err,methane Henrys,methane Henrys err,helium Henrys,helium Henrys err,N2 adsorb,N2 adsorb err,methane adsorb,methane adsorb err,helium adsorb,helium adsorb err
1378,xuggak_P1,3.85227e-06,5.88259e-08,2.60463e-05,6.13005e-07,9.5592e-08,3.60752e-10,-15.5936207343,,-20.7514146063,0.0461466098,-2.5562668103,0.0061206448
1379,xoxtuc_P1,4.15667e-06,1.79578e-08,1.6419e-05,8.76623e-08,2.65044e-07,6.56794e-10,-10.6652522146,,-14.393798734,0.0185821403,-1.706292028,0.0064178467
1380,yawwec_P1,1.14344e-05,1.36688e-07,9.8262e-05,1.32229e-06,3.07442e-07,9.22884e-10,-16.0354153179,,-22.5045717487,0.0115615491,-1.7164277497,0.0110147305
1381,xokhow_P1_H,5.11715e-06,4.63415e-08,2.55617e-05,2.08511e-07,2.83945e-07,6.51142e-10,-12.0976698221,,-17.2984337359,0.0534312149,-1.7560180366,0.0070808896
1382,yatwau_P1_charged,4.84554e-06,2.63081e-08,1.77071e-05,1.40286e-07,4.09846e-07,1.11857e-09,-10.1405440437,,-14.1745535742,0.0358497471,-1.5039844991,0.0095491815
1383,xujnoi_P1_charged,2.7329e-06,1.63942e-08,9.46756e-06,6.72901e-08,2.89645e-07,7.68402e-10,-9.1525224182,,-13.1979368992,0.0569100944,-1.3199264641,0.0047859387
1384,yaprue01_P1_H,3.63123e-06,1.75596e-08,1.93416e-05,1.72561e-07,1.67935e-07,3.12227e-10,-11.67909372,,-16.3478878352,0.0563314894,-1.8486110195,0.0040620719
1385,yawbac_P1_H,6.94579e-06,1.5062e-07,5.69165e-05,3.56327e-06,2.50016e-07,5.388e-10,-15.3914303151,,-23.5842671889,0.3721567494,-1.9019467285,0.0091969916
1386,xolgem_P1_charged,9.33352e-07,1.21269e-08,2.60168e-06,4.18539e-08,1.60573e-07,1.04451e-09,-9.82750493,,-12.9577518582,0.0485664821,-1.5843443979,0.0092286202
1387,xoxtai_P1,4.94239e-06,6.08698e-08,2.39437e-05,2.97497e-07,2.26915e-07,9.73004e-10,-14.0482722537,,-18.4714362505,0.0548372009,-2.2751731581,0.0075189988
1388,yavwuq_P1_charged,4.32898e-06,4.73637e-08,1.69433e-05,3.47471e-07,3.83983e-07,1.22015e-09,-11.1256511373,,-15.9670323379,0.108488019,-1.3551978275,0.0038555165
1389,xomcou_P1,4.37614e-06,7.19207e-08,2.12371e-05,3.07579e-07,3.52253e-07,8.56988e-10,-12.3785138834,,-18.9974103933,0.0653952897,-1.3039346653,0.0066365236
1390,ximnoz_P1_H,5.02442e-06,4.69466e-08,4.73657e-05,6.10398e-07,7.33023e-08,3.27948e-10,-16.524735496,,-22.4059446645,0.0171071568,-2.5740227771,0.006837274
1391,yavzut_P1_H,4.35607e-06,5.87324e-08,2.62182e-05,1.15054e-06,2.57438e-07,6.35362e-10,-13.2932350866,,-21.0621341679,0.3551190999,-1.7816556824,0.0066457514
1392,xomsup_P1_charged,1.16156e-05,2.24955e-07,9.3986e-05,6.86689e-07,1.65344e-07,9.49799e-10,-17.1161188524,,-22.5712400266,0.0162792359,-2.8276218064,0.0051631993
1393,xoxmed_P1_H,2.89295e-06,9.58227e-09,8.07369e-06,7.02709e-08,5.47321e-07,9.4158e-10,-7.7288735342,,-11.6191129668,0.060214509,-0.902021249,0.0044403168
1394,xukmey_P1_charged_H,6.21806e-06,3.74525e-08,3.63443e-05,6.40563e-07,2.38403e-07,7.62303e-10,-13.5368275395,,-19.071408416,0.0849723685,-2.0580547717,0.0063277678
1395,xoxzui_P1_H,7.89013e-06,6.61044e-08,4.80868e-05,3.18231e-07,2.29719e-07,7.06441e-10,-14.1619509344,,-19.0230533617,0.0135440888,-2.2241500697,0.0054374369
1396,xomcio_P1,4.38002e-06,4.5996e-08,2.15052e-05,7.09864e-07,3.51663e-07,8.4179e-10,-12.391874448,,-19.0642555952,0.1514056514,-1.3055718998,0.00726121
1397,xujney_P1_charged,2.86781e-06,6.76333e-09,7.77901e-06,4.70969e-08,4.82328e-07,1.03524e-09,-7.5023064733,,-10.8395663567,0.0510056978,-1.0500728829,0.0039292853
1398,yaslow_P1_charged_H,2.24891e-06,9.3673e-09,6.90946e-06,5.56413e-08,3.13888e-07,2.94558e-10,-9.1176817306,,-13.0108193436,0.0455213165,-1.2753595693,0.0049716467
1399,xoxtow_P1,4.05562e-06,1.64643e-08,1.62791e-05,9.77036e-08,2.60704e-07,1.15474e-09,-10.7579637834,,-14.5307825598,0.0190706153,-1.7221619288,0.0028473699
1400,xiggig_P1,6.1641e-06,9.72965e-08,7.05271e-05,1.08261e-06,5.37215e-08,2.68485e-10,-18.2941037245,,-24.7559481787,0.0386295637,-2.939534373,0.0102317057
1401,xinrap_P1_H,1.55278e-06,6.94311e-09,5.38891e-06,5.83323e-08,1.74914e-07,9.26604e-10,-8.8744349035,,-12.2432036277,0.0272727393,-1.376011447,0.0050151772
1402,xulgiw_P1,2.89959e-06,1.4289e-08,7.33158e-06,1.91817e-08,6.0621e-07,6.42119e-10,-7.1887099206,,-10.922151178,0.058479314,-0.8998169664,0.0051582319
1403,xulsed_P1,7.39342e-07,2.26256e-08,2.18227e-07,7.83277e-09,4.4774e-08,5.86737e-10,-19.497098204,,-14.9766864316,0.0389885969,-3.8899378021,0.0184946683
1404,xizwip_P1,5.61222e-06,6.77805e-08,3.90459e-05,8.57702e-07,1.30091e-07,6.41133e-10,-17.0864916037,,-22.8321732199,0.0601394279,-2.7288053387,0.0104097965
1405,yabher_P1_H,5.73292e-06,3.83306e-08,2.78949e-05,5.08103e-07,3.89238e-07,1.03826e-09,-11.9166240633,,-17.1442244592,0.0993237464,-1.4825954189,0.0071513563
1406,xohqix_P1_charged,3.44771e-06,3.56327e-08,1.87962e-05,4.17703e-07,1.79835e-07,6.62629e-10,-13.8251844556,,-18.9788223881,0.0330491953,-1.7556467282,0.0050686115
1407,xirkam_P1_charged,5.66925e-06,6.59492e-08,2.92981e-05,4.93094e-07,2.99043e-07,9.85336e-10,-12.6519895369,,-18.2107558332,0.1001664287,-1.6304615087,0.0038058714
1408,xomcua_P1,4.42056e-06,4.70774e-08,2.14402e-05,4.63467e-07,3.52289e-07,3.3997e-10,-12.3801544109,,-18.9265500843,0.0631217963,-1.3062623449,0.0062180677
1409,xubguy_P1_H,3.50697e-06,1.96309e-08,1.41472e-05,1.35268e-07,3.06862e-07,1.3368e-09,-10.7126393999,,-15.3489442925,0.0575698587,-1.3887021319,0.0112801844
1410,xugpib_P1,4.93268e-06,3.14079e-08,2.15335e-05,3.15986e-07,2.66681e-07,3.1752e-10,-12.9798767834,,-17.7219206291,0.0329911178,-1.8460184919,0.0087121245
1411,xillip_P1_charged,6.15227e-06,2.95254e-08,3.6271e-05,1.67315e-07,2.37087e-07,5.03959e-10,-13.6095529172,,-18.9926456639,0.0322057181,-1.9445182746,0.0071213484
1412,xoxsov_P1,4.99936e-06,3.35387e-08,2.36258e-05,4.05852e-07,2.3446e-07,9.02364e-10,-13.8001393975,,-18.1002464981,0.0450999024,-2.2221185303,0.0083198842
1413,xofyoi_P1,6.17904e-06,2.46843e-08,3.71786e-05,3.71397e-07,1.77111e-07,3.14119e-10,-13.6470943272,,-18.4098362522,0.0173808756,-2.2114110392,0.0040182954
1414,yadboy_P1,3.04716e-06,1.31073e-08,1.19807e-05,1.73837e-07,2.28208e-07,4.90194e-10,-10.453699973,,-14.7426857933,0.0886678018,-1.5244518443,0.0106025294
1415,xivted_P1,2.93051e-06,1.2507e-08,8.49569e-06,4.18845e-08,4.05039e-07,1.37687e-09,-8.3051774637,,-11.8178954211,0.0095607274,-1.183751309,0.0055580594
1416,xugroi_P1_H,6.2572e-06,3.87478e-08,2.91692e-05,1.6883e-07,3.12939e-07,6.63011e-10,-12.1569336742,,-16.2845698752,0.0120630078,-1.9633731167,0.0041077464
1417,xugpex_P1,3.58961e-06,2.33791e-08,1.64062e-05,2.73853e-07,2.24092e-07,5.14616e-10,-12.0260622872,,-17.0396012667,0.0789095441,-1.6379087016,0.0056448176
1418,yajqin_P1_H,5.94811e-06,3.61194e-08,3.15368e-05,2.12086e-07,2.06589e-07,4.74112e-10,-12.7913393427,,-17.137676001,0.0101911395,-2.113170423,0.0121349328
1419,xudyec_P1,3.81832e-06,4.53948e-08,2.37164e-05,1.47671e-07,1.01817e-07,4.20657e-10,-14.0215533776,,-18.8134572354,0.0109475422,-2.3322942889,0.0087243324
1420,yaprue_P1_charged_H,4.6162e-06,5.23611e-08,2.79494e-05,1.40238e-07,1.70941e-07,7.42993e-10,-12.4045853984,,-17.5211493675,0.0481851042,-1.9626629877,0.0120358167
1421,xukmic03_P1_charged_H,5.43088e-06,5.31612e-08,2.96853e-05,3.82368e-07,2.38907e-07,9.17675e-10,-13.0122533882,,-18.2936903338,0.0394564615,-1.9887911761,0.0065331985
1422,yajxit_P1,2.59754e-06,2.28291e-08,1.45214e-05,2.63698e-07,8.42747e-08,4.73721e-10,-16.406996102,,-21.1656883171,0.0547323914,-2.6130361544,0.0086826245
1423,xumnea_P1,1.38805e-05,2.07547e-07,0.000167846,3.1939e-06,9.63931e-08,8.93373e-10,-19.1979054201,,-25.7519583386,0.0234229615,-3.109052268,0.0110738364
1424,xivvuw_P1,5.51612e-06,2.42195e-08,3.6573e-05,7.10746e-07,1.52861e-07,7.55729e-10,-14.558489118,,-19.9124054338,0.0617657024,-2.2042648892,0.0102755514
1425,xisxee_P1_H,4.50786e-06,4.1492e-08,1.66321e-05,1.31434e-07,4.2385e-07,7.35053e-10,-9.8157116303,,-14.0163937828,0.0226035083,-1.3580735439,0.0056503723
1426,xighih_P1,9.22744e-06,1.54214e-07,9.98477e-05,1.6429e-06,7.87903e-08,2.30165e-10,-18.5329577582,,-24.8517529153,0.0440729382,-2.9924414531,0.0138015274
1427,yawwom_P1,1.16562e-05,1.35962e-07,0.000102111,1.03673e-06,3.01331e-07,1.05164e-09,-16.1676734937,,-22.6780363006,0.0265930244,-1.7320740071,0.0130153441
1428,xikviz_P1,5.70104e-07,5.2004e-09,1.47166e-06,7.2636e-09,1.07989e-07,4.44314e-10,-7.9041239762,,-10.5954254865,0.0192703566,-1.2455606173,0.0070640792
1429,xomcot_P1,2.35693e-05,2.46725e-07,0.000262946,5.78702e-06,1.64388e-07,6.32821e-10,-19.0896779627,,-25.4495155169,0.0373251631,-3.0869772285,0.0075365431
1430,nettoy_P1_charged_H,3.40903e-06,3.18864e-08,1.44766e-05,2.64454e-07,3.91581e-07,8.49911e-10,-11.0062894217,,-16.6444605495,0.0753117367,-1.0625592978,0.0077011552
1431,nibxut_P1_H,1.04661e-06,7.35294e-09,6.08713e-06,2.74778e-08,4.69831e-08,3.00514e-10,-12.3238490596,,-17.106591738,0.0361799122,-1.8872379162,0.0040264246
1432,nehzuy_P1_H,1.65752e-06,5.13801e-09,3.16538e-06,2.77481e-08,5.72197e-07,1.15521e-09,-4.8820591405,,-7.3225844749,0.0535996643,-0.6006637142,0.0047130119
1433,nayzuk_P1,4.59435e-06,5.81089e-08,2.1939e-05,2.94739e-07,1.66169e-07,4.94135e-10,-13.6042082967,,-18.0605800523,0.0920243956,-2.215527369,0.0097503168
1434,nikjun_P1_H,7.77348e-06,7.42633e-08,8.12316e-05,8.82058e-07,8.90364e-08,6.73024e-10,-17.4566229981,,-23.6077576644,0.0178651622,-2.7973762756,0.0046382599
1435,nobxio_P1,9.12149e-06,1.27384e-07,9.00399e-05,3.20405e-06,2.31254e-07,9.22169e-10,-17.7659759626,,-25.9435755503,0.2553893769,-1.8360810263,0.0065252572
1436,nifsih_P1,2.89624e-06,2.16099e-08,1.19789e-05,1.04932e-07,2.30133e-07,4.34397e-10,-10.6165493882,,-14.8576535602,0.0298985987,-1.666622596,0.0057215638
1437,niwyez_P1_H,2.10332e-06,1.91914e-08,6.64976e-06,9.3529e-08,2.67792e-07,2.56474e-10,-9.4149031562,,-13.0014933991,0.0339109346,-1.4215879426,0.0040990488
1438,nimpoq_P1_H,5.16177e-06,6.3043e-08,1.91205e-05,1.62188e-07,5.3357e-07,7.96044e-10,-9.9233176255,,-14.3593849179,0.0291960754,-1.2839539682,0.0031499119
1439,nirpiq_P1,1.62788e-05,1.14555e-07,0.000105978,8.96485e-07,2.85408e-07,1.53177e-09,-14.7484398746,,-19.680486934,0.0142358306,-2.512638937,0.0074979895
1440,negzuw_P1_H,6.21431e-07,1.4966e-08,2.94835e-06,7.09626e-08,5.39189e-08,1.94876e-10,-13.2743801937,,-17.6487936489,0.0817285336,-1.9216585929,0.0083829223
1441,neybez_P1,1.0451e-05,9.63202e-08,0.000103426,7.96741e-07,9.93218e-08,4.55519e-10,-18.7165015618,,-24.8923462482,0.0218860325,-3.0104329771,0.0129462686
1442,nettue_P1_charged_H,3.62059e-06,3.23262e-08,1.62169e-05,3.66569e-07,3.78924e-07,7.12777e-10,-11.469436297,,-17.2390539731,0.1000249452,-1.1000641833,0.0055119582
1443,nenfeu_P1_H,5.38441e-06,6.6891e-09,2.24723e-05,9.45866e-08,3.30315e-07,5.98898e-10,-10.7587455905,,-14.764275698,0.0125701303,-1.6905561571,0.0085798447
1444,nifnuo_P1,3.04856e-06,1.82836e-08,1.32142e-05,1.34401e-07,2.14942e-07,1.25459e-09,-10.9672291569,,-15.2376271447,0.0377930566,-1.744358125,0.0129270345
1445,napjun_P1_H,4.36931e-06,2.93919e-08,2.42781e-05,1.75851e-07,2.40843e-07,7.35842e-10,-12.6336784604,,-18.0393890498,0.0181700452,-1.6247938478,0.0049140766
1446,nigpaw_P1,6.72142e-06,6.35958e-08,4.01141e-05,3.8773e-07,3.2294e-07,1.11534e-09,-13.5116140546,,-19.5014197639,0.0351361357,-1.7792835407,0.0027754888
1447,nibhuc_P1_H,2.91336e-06,1.59582e-08,6.43439e-06,7.90298e-08,7.29677e-07,1.20579e-09,-6.1128006582,,-9.0841840901,0.0644188142,-0.7980955542,0.008238067
1448,ninvai_P1_charged_H,3.72546e-06,2.48497e-08,1.80917e-05,3.02169e-07,2.86e-07,8.95517e-10,-12.5495776279,,-18.3410283107,0.0705600834,-1.350626106,0.0079583109
1449,nihgap_P1_H,3.89997e-06,9.9683e-09,1.25608e-05,1.11366e-07,4.77492e-07,1.33748e-09,-9.0495531741,,-12.9388732562,0.0327329067,-1.1539185491,0.0057836014
1450,nifpuq_P1,2.71641e-06,1.90633e-08,1.06702e-05,9.60385e-08,2.43281e-07,4.44039e-10,-10.2100333375,,-14.34874787,0.0565045358,-1.5937881444,0.010114752
1451,niznoc_P1_H,3.90876e-06,1.70746e-08,9.93253e-06,5.10944e-08,6.32581e-07,1.04231e-09,-7.2213291907,,-9.975518941,0.0220084236,-1.1063372795,0.0070923134
1452,nalvuv_P1,2.36087e-05,1.32091e-07,0.000239367,3.26218e-06,1.70251e-07,8.05426e-10,-18.3514283415,,-24.3760392183,0.0087182406,-3.0345075382,0.0101286266
1453,nodtil_P1_H,2.40386e-06,6.38463e-09,5.17846e-06,2.36255e-08,5.54474e-07,5.82195e-10,-5.9896795647,,-8.3336795333,0.0231797051,-0.9076989896,0.0053808151
1454,nathuo_P1_charged,2.15285e-06,2.14683e-08,9.35697e-06,7.87764e-08,1.5073e-07,3.4998e-10,-11.5653985751,,-16.1010513983,0.0441943589,-1.5605555191,0.0047538701
1455,nifsaz_P1,2.73668e-06,1.32043e-08,1.10544e-05,1.79751e-07,2.36129e-07,1.28395e-09,-10.3541966644,,-14.5700864617,0.0686773751,-1.6128831807,0.0099132131
1456,nifrig_P1,2.44844e-06,1.4779e-08,8.85726e-06,7.80715e-08,2.43666e-07,7.26404e-10,-9.8309390742,,-13.5089110598,0.0649052798,-1.6027480787,0.0059763805
1457,nifray_P1,3.15283e-06,2.40431e-08,1.37782e-05,2.11621e-07,2.19158e-07,6.08668e-10,-11.0245596734,,-15.3246781318,0.0551574944,-1.7586536073,0.0057574278
1458,netvam_P1_charged_H,3.40431e-06,2.14553e-08,1.4951e-05,1.30478e-07,3.75069e-07,5.29233e-10,-11.2302596247,,-17.0648988073,0.0579058825,-1.0931669261,0.0108161273
1459,napjib_P1_H,5.24629e-06,3.36124e-08,3.25239e-05,2.4056e-07,2.44371e-07,1.33881e-09,-13.7907674951,,-19.6442783528,0.0399028865,-1.6819854118,0.0092401033
1460,nifpaw_P1,2.4083e-06,1.26965e-08,8.54822e-06,9.93686e-08,2.46741e-07,7.30954e-10,-9.7453643144,,-13.4125870236,0.0387420877,-1.5824111079,0.0079193162
1461,nejkog_P1,2.19539e-05,3.6392e-07,0.00019439,4.18561e-06,1.49238e-07,3.68965e-10,-19.6508510931,,-25.2893140422,0.0417947037,-3.2643488599,0.0066177345
1462,nodtor_P1_H,2.22548e-06,7.55271e-09,4.67622e-06,2.92371e-08,5.49092e-07,1.17621e-09,-5.7698288041,,-8.0259431567,0.0191142657,-0.8697592007,0.0017851619
1463,nimpeg_P1_H,5.69607e-06,3.48785e-08,2.41462e-05,2.0589e-07,3.45097e-07,9.55193e-10,-11.8592254111,,-15.7383677989,0.0224501458,-1.9107872788,0.0085174485
1464,nehruq_P1,4.5323e-06,5.44102e-08,3.67605e-05,4.47371e-07,8.96293e-08,1.79973e-10,-14.7176975996,,-20.1757633489,0.0175061641,-2.3728030673,0.0043381321
1465,niyzig_P1,5.21191e-06,3.25871e-08,2.43647e-05,1.93874e-07,2.61587e-07,8.36519e-10,-11.7294631678,,-16.1192245324,0.0291181862,-1.7876094274,0.0076437873
1466,nibhow_P1_H,3.25657e-06,1.92778e-08,5.77591e-06,3.37099e-08,1.25668e-06,1.31889e-09,-4.4131604441,,-6.640474906,0.0403696204,-0.5015344157,0.0040008607
1467,netveq_P1_charged_H,3.1751e-06,3.24593e-08,1.35316e-05,3.44763e-07,3.95922e-07,8.64953e-10,-10.9592759433,,-17.0009970228,0.0974921646,-1.042231972,0.0063112225
1468,nenmol_P1,3.91053e-06,2.71336e-08,3.41757e-05,7.44713e-07,6.59717e-08,5.74335e-10,-16.4932687104,,-22.3076681954,0.0560172394,-2.6841221897,0.0085897783
1469,neftoj_P1,5.55897e-06,4.19871e-08,2.69036e-05,4.9266e-07,2.21192e-07,3.61561e-10,-14.3751855126,,-18.7707889837,0.0274109794,-2.3434684204,0.0027323577
1470,nevviu_P1,3.67907e-06,3.49433e-08,1.94003e-05,1.20145e-07,1.34463e-07,2.78235e-10,-12.4241041464,,-16.7439397545,0.0164228897,-2.0622695096,0.0012520376
1471,natkol_P1,5.37612e-06,1.56065e-08,1.98434e-05,1.66586e-07,4.11798e-07,1.05176e-09,-9.8430102233,,-13.4545627243,0.0254418363,-1.5571258476,0.0038091721
1472,narpoo_P1_H,1.01947e-06,2.28499e-08,8.81172e-06,1.64393e-07,3.79896e-08,3.32361e-10,-15.4040504626,,-21.3445185924,0.035430075,-2.2250896562,0.0136006066
1473,nifqeb_P1,2.69948e-06,1.29821e-08,1.07013e-05,6.49419e-08,2.37434e-07,1.20703e-09,-10.2825164317,,-14.4709919863,0.0547387041,-1.6016100862,0.0081836194
1474,negqic_P1,1.0444e-05,9.35789e-08,8.21932e-05,6.35057e-07,2.15879e-07,8.60834e-10,-15.4811577002,,-21.4858023322,0.0525559946,-2.3849623346,0.0055350573
1475,nodteh_P1_H,2.24749e-06,5.79297e-09,4.75279e-06,1.49935e-08,5.41813e-07,9.0413e-10,-5.8520413167,,-8.1362123295,0.0106806973,-0.8847192341,0.0055184131
1476,nifqax_P1,2.65687e-06,1.63418e-08,1.04756e-05,1.42103e-07,2.39486e-07,7.05218e-10,-10.2090288455,,-14.3754299965,0.0945598502,-1.5880241111,0.0081741406
1477,nifqol_P1,2.80724e-06,9.37099e-09,1.15237e-05,8.38678e-08,2.31704e-07,6.30005e-10,-10.4848790679,,-14.7180941373,0.0489160495,-1.6471323826,0.0041985768
1478,nebgag_P1,4.02726e-06,2.64568e-08,1.73447e-05,1.97834e-07,2.572e-07,1.26756e-10,-11.3190038784,,-15.4442571805,0.0412972252,-1.8119526402,0.0064050379
1479,nexxev_P1_H,2.29504e-06,1.68846e-08,9.24232e-06,8.14714e-08,1.87812e-07,5.34354e-10,-10.6080277859,,-14.8397025601,0.0200678232,-1.6021540337,0.0101475264
1480,nawdun_P1_H,8.14562e-06,7.1476e-08,5.46846e-05,6.65219e-07,2.37641e-07,1.031e-09,-14.3314096987,,-19.8115351361,0.0666781157,-2.1686711757,0.0083018107
1481,nibjak_P1_H,3.5235e-06,1.3176e-08,5.6921e-06,3.15557e-08,1.6262e-06,2.35543e-09,-3.6968479428,,-5.6996421838,0.0271848965,-0.398609433,0.0033702695
1482,nersua_P1_charged_H,3.93559e-06,2.36543e-08,1.74411e-05,1.42273e-07,2.47298e-07,1.40443e-09,-10.984236964,,-15.3159456163,0.020768259,-1.7226296115,0.0070241337
1483,nigdis_P1_H,4.63226e-06,1.92994e-08,1.60564e-05,1.88363e-07,4.83796e-07,5.98459e-10,-9.8640629601,,-13.9251497876,0.0687792626,-1.2530781259,0.0015223719
1484,nartil_P1,3.89288e-06,3.30183e-08,2.37874e-05,3.58137e-07,1.19411e-07,6.29857e-10,-15.8803982936,,-20.9946167147,0.0447227892,-2.7793755632,0.0069998169
1485,nefgud_P1_H,2.49496e-06,2.93127e-08,1.16536e-05,2.69934e-07,1.47932e-07,7.1081e-10,-11.8739512954,,-16.5339815539,0.0691360663,-1.7981863832,0.0053631305
1486,natkif_P1,4.10935e-06,2.56517e-08,1.07637e-05,1.67381e-07,1.00544e-06,1.90898e-09,-7.0064894703,,-11.934937078,0.1462662089,-0.7396882557,0.0035601978
1487,nifqif_P1,2.7633e-06,1.23898e-08,1.10532e-05,7.6792e-08,2.35275e-07,1.09554e-09,-10.3996571537,,-14.558697358,0.0664920969,-1.6216083148,0.0074150257
1488,nasdiw_P1,5.52536e-06,3.67801e-08,3.73556e-05,3.45957e-07,1.1518e-07,2.5135e-10,-14.6957661777,,-19.6968314514,0.0167114138,-2.3084397894,0.0076241766
1489,nezpoa_P1_H,5.20059e-06,1.86603e-08,2.41289e-05,2.35463e-07,2.90506e-07,1.05289e-09,-11.8262463414,,-16.2667593209,0.0329570593,-1.8198327288,0.0076985205
1490,nifpie_P1,2.4593e-06,1.12124e-08,8.88903e-06,1.31677e-07,2.43986e-07,4.71524e-10,-9.8433132077,,-13.5201289102,0.0503481322,-1.6129568692,0.0126586605
1491,niwyav_P1_H,2.93892e-06,1.15749e-08,1.1774e-05,6.17192e-08,2.06505e-07,7.92389e-10,-10.6703683608,,-14.5766331197,0.010209671,-1.6793416044,0.0024400842
1492,nimrot_P1_H,4.05216e-06,2.28378e-08,3.09433e-05,3.2636e-07,1.18028e-07,4.98292e-10,-15.0572538559,,-21.4548660624,0.0589415171,-2.1562026335,0.0067966762
1493,natkax_P1,7.66539e-06,5.0595e-08,3.99553e-05,6.30754e-07,3.56765e-07,1.0199e-09,-14.1341573716,,-19.6098251167,0.091742821,-1.766100394,0.0076273694
1494,napfug01_P1,3.29068e-06,9.06281e-09,8.43632e-06,4.62778e-08,5.57642e-07,5.18353e-10,-7.1356772696,,-10.0095374694,0.0092393241,-1.0738473344,0.0074968469
1495,zavbux_P1,3.7118e-06,2.24069e-08,2.61991e-05,5.92517e-07,1.35138e-07,1.05918e-09,-14.4808578044,,-20.2038777781,0.0391890644,-2.0155996025,0.015563017
1496,yuwguv_P1_H,6.68346e-06,9.18373e-08,5.2272e-05,1.16008e-06,1.52935e-07,4.51256e-10,-15.8263049876,,-21.5501602117,0.0527663875,-2.4555188861,0.0081337179
1497,zagzam_P1_charged_H,3.42355e-06,1.58195e-08,1.52923e-05,2.10309e-07,2.00779e-07,4.69038e-10,-11.7364099415,,-16.1312643042,0.042521422,-1.7397743177,0.0085192652
1498,yuzxoj_P1,6.14813e-06,3.20481e-08,3.29005e-05,3.5503e-07,2.24621e-07,6.95556e-10,-12.6910487525,,-17.1960024663,0.0356345763,-2.0366961281,0.0059588005
1499,zejfay_P1_H,4.11782e-06,2.35498e-08,1.49447e-05,3.70149e-08,3.33449e-07,1.44306e-09,-10.0034801096,,-13.6806807582,0.015434996,-1.5403720627,0.0036775813
1500,zindad_P1_H,4.26322e-06,1.51745e-08,1.69208e-05,1.47775e-07,3.45708e-07,1.0945e-09,-10.7630540674,,-15.2644097459,0.0566720553,-1.4375561746,0.0072968031
1501,zahbet_P1_charged_H,3.57589e-06,3.14979e-08,1.6924e-05,2.1732e-07,1.85333e-07,5.29031e-10,-12.3524523209,,-16.9425872597,0.0193268011,-1.8251963115,0.00718776
1502,zefkaa_P1_H,4.65167e-06,8.58951e-08,4.05056e-05,7.91374e-07,9.73141e-08,6.31253e-10,-16.5924141155,,-22.2966662766,0.0197657013,-2.5172913145,0.0149856892
1503,yovcap_P1_charged,5.15691e-06,8.7895e-08,2.63377e-05,5.06376e-07,3.26183e-07,7.58332e-10,-12.0259384934,,-17.6543455044,0.0778594294,-1.4429598202,0.0074652743
1504,yurjur_P1_charged,2.40059e-06,1.73332e-08,6.52486e-06,9.44019e-08,4.54418e-07,9.22104e-10,-7.7043322101,,-11.5843159845,0.0745627505,-0.9292500031,0.0070158028
1505,zegrub_P1,5.44744e-06,1.20686e-08,2.481e-05,2.53478e-07,2.25005e-07,5.45167e-10,-11.8720541638,,-15.9276449364,0.0369281591,-1.976561423,0.007730997
1506,zagzeq_P1_charged_H,3.31017e-06,2.17481e-08,1.44453e-05,8.70662e-08,1.97794e-07,8.38801e-10,-11.6150444346,,-15.9340626703,0.0101248908,-1.7254113087,0.0073960313
1507,zeqyon_P1,2.41072e-06,1.3994e-08,9.26332e-06,1.16362e-07,2.07165e-07,2.92853e-10,-9.8738360023,,-13.897276146,0.0467677966,-1.4545756502,0.0050798068
1508,zacruu_P1,5.98747e-06,3.25045e-08,3.03663e-05,2.50862e-07,2.0194e-07,1.33487e-10,-12.4371496961,,-16.7141762051,0.0196452296,-2.1022800876,0.004937981
1509,yuzbom_P1,1.65012e-05,1.70521e-07,0.000226166,3.63383e-06,1.01267e-07,2.83691e-10,-19.6483620359,,-26.4823713455,0.0237753379,-3.0581702631,0.0091428971
1510,zahlig_P1_H,3.57781e-06,1.7506e-08,1.14087e-05,6.64525e-08,3.76431e-07,7.63675e-10,-8.9081474481,,-12.1661496169,0.0404045948,-1.418716647,0.0060978657
1511,yozqek_P1_charged_H,1.99554e-06,1.28323e-08,4.47709e-06,2.06007e-08,5.06358e-07,5.45643e-10,-6.0376982729,,-8.8905862292,0.0163992882,-0.7633498241,0.004511654
1512,yuylel_P1_charged,4.8195e-06,7.26043e-08,4.27482e-05,1.52646e-06,9.11634e-08,6.14149e-10,-16.4690168499,,-22.7974499583,0.0893386607,-2.5622509987,0.0061929982
1513,zehtep_P1_charged_H,2.79626e-06,1.80609e-08,8.09862e-06,5.90029e-08,4.33889e-07,7.81301e-10,-8.0947266641,,-11.7281342049,0.0560435248,-1.0352621427,0.0072926163
1514,zedzal_P1_H,1.04654e-05,5.53374e-08,6.85522e-05,3.68398e-07,2.30282e-07,7.87348e-10,-14.6284432125,,-19.5524070125,0.0158415582,-2.4056878847,0.0069057035
1515,zikgei_P1_charged_H,6.6604e-06,4.51168e-08,4.18016e-05,2.71575e-07,1.79397e-07,2.22106e-10,-14.2369497599,,-19.0979863422,0.0256042382,-2.2100106357,0.0069391844
1516,yusgid_P1,3.58083e-06,4.07643e-08,2.55716e-05,6.2327e-07,7.605e-08,4.95475e-10,-17.1861076003,,-22.5828416582,0.0379304369,-2.8585632889,0.0083927223
1517,yupsim_P1,8.70148e-07,7.87734e-09,4.27255e-06,5.26766e-08,6.04126e-08,2.97831e-10,-11.71967317,,-16.0030306657,0.030971574,-1.8834567088,0.0071458288
